~,~,~,~,~,~,~,~,~,~,~,~,~,~,"7"" DUCTWORK",12x6x7 90 Boot,,FALSE,~,"1/2"" BLACK PIPE","1/2"" x 6"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"7"" DUCTWORK",12x6x7 Pencil Boot,,FALSE,~,"1/2"" BLACK PIPE","1/2"" x 8"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"7"" DUCTWORK",14x4x7 Straight Boot,,FALSE,~,"1/2"" BLACK PIPE","1/2"" x 10"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"7"" DUCTWORK",14x4x7 90 Boot,,FALSE,~,"1/2"" BLACK PIPE","1/2"" x 12"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"7"" DUCTWORK",14x4x7 Pencil Boot,,FALSE,~,"1/2"" BLACK PIPE","1/2"" Black Pipe Run of Nipples",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"7"" DUCTWORK",14x6x7 Straight Boot,,FALSE,~,~,~,~,~,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"7"" DUCTWORK",14x6x7 90 Boot,,FALSE,~,"3/4"" BLACK PIPE","3/4"" Black Pipe Threaded Ball Valve",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"7"" DUCTWORK",14x6x7 Pencil Boot,,FALSE,~,"3/4"" BLACK PIPE","3/4"" Black Pipe Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"7"" DUCTWORK",8x8x7 Top Tap,,FALSE,~,"3/4"" BLACK PIPE","3/4"" Black Pipe 90",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"7"" DUCTWORK",8x8x7 Side Tap,,FALSE,~,"3/4"" BLACK PIPE","3/4"" Black Pipe Street 90",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"7"" DUCTWORK",10x10x7 Top Tap,,FALSE,~,"3/4"" BLACK PIPE","3/4"" Black Pipe 45",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"7"" DUCTWORK",10x10x7 Side Tap,,FALSE,~,"3/4"" BLACK PIPE","3/4"" Black Pipe Street 45",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"7"" DUCTWORK","7"" 12x4 Oval Stack Head",,FALSE,~,"3/4"" BLACK PIPE","3/4"" Black Pipe Tee",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"7"" DUCTWORK","7"" 12x6 Oval Stack Head",,FALSE,~,"3/4"" BLACK PIPE","3/4"" Black Pipe Union",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"7"" DUCTWORK","7"" 12x8 Oval Stack Head",,FALSE,~,"3/4"" BLACK PIPE","3/4"" Black Pipe Cap",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"7"" DUCTWORK","7"" 14x4 Oval Stack Head",,FALSE,~,"3/4"" BLACK PIPE","3/4"" Black Pipe Plug",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"7"" DUCTWORK","7"" 14x6 Oval Stack Head",,FALSE,~,"3/4"" BLACK PIPE","3/4"" x 1/2"" Black Pipe Reducing Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"7"" DUCTWORK","7"" 14x8 Oval Stack Head",,FALSE,~,"3/4"" BLACK PIPE","3/4"" x 1/2"" Black Pipe Reducing Bushing",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,"3/4"" BLACK PIPE","3/4"" x Closed Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK","8"" Pipe (Linear Feet)",,FALSE,~,"3/4"" BLACK PIPE","3/4"" x 1-1/2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK","8"" Elbows",,FALSE,~,"3/4"" BLACK PIPE","3/4"" x 2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK","8"" Sticky Collar (ATD)",,FALSE,~,"3/4"" BLACK PIPE","3/4"" x 2-1/2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK","8"" Clinch Collar",,FALSE,~,"3/4"" BLACK PIPE","3/4"" x 3"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK","8"" Top Take Off",,FALSE,~,"3/4"" BLACK PIPE","3/4"" x 3-1/2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK","8"" Saddle Collar",,FALSE,~,"3/4"" BLACK PIPE","3/4"" x 4"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK","8"" R-4 Flex",,FALSE,~,"3/4"" BLACK PIPE","3/4"" x 4-1/2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK","8"" R-8 Flex",,FALSE,~,"3/4"" BLACK PIPE","3/4"" x 5"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK","8"" Oval Pipe (Linear Feet)",,FALSE,~,"3/4"" BLACK PIPE","3/4"" x 5-1/2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK","8"" Oval to Round Straight",,FALSE,~,"3/4"" BLACK PIPE","3/4"" x 6"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK","8"" Oval to Round Vertical",,FALSE,~,"3/4"" BLACK PIPE","3/4"" x 8"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK","8"" Oval to Round Horizontal",,FALSE,~,"3/4"" BLACK PIPE","3/4"" x 10"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK","8"" Oval Vertical 90",,FALSE,~,"3/4"" BLACK PIPE","3/4"" x 12"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK","8"" Oval Horizontal 90",,FALSE,~,"3/4"" BLACK PIPE","3/4"" Black Pipe Run of Nipples",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK",12x4x8 Straight Boot,,FALSE,~,~,~,~,~,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK",12x4x8 90 Boot,,FALSE,~,"1"" BLACK PIPE","1"" Black Pipe Threaded Ball Valve",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK",12x4x8 Pencil Boot,,FALSE,~,"1"" BLACK PIPE","1"" Black Pipe Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK",12x6x8 Straight Boot,,FALSE,~,"1"" BLACK PIPE","1"" Black Pipe 90",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK",12x6x8 90 Boot,,FALSE,~,"1"" BLACK PIPE","1"" Black Pipe Street 90",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK",12x6x8 Pencil Boot,,FALSE,~,"1"" BLACK PIPE","1"" Black Pipe 45",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK",14x4x8 Straight Boot,,FALSE,~,"1"" BLACK PIPE","1"" Black Pipe Street 45",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK",14x4x8 90 Boot,,FALSE,~,"1"" BLACK PIPE","1"" Black Pipe Tee",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK",14x4x8 Pencil Boot,,FALSE,~,"1"" BLACK PIPE","1"" Black Pipe Union",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK",14x6x8 Straight Boot,,FALSE,~,"1"" BLACK PIPE","1"" Black Pipe Cap",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK",14x6x8 90 Boot,,FALSE,~,"1"" BLACK PIPE","1"" Black Pipe Plug",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK",14x6x8 Pencil Boot,,FALSE,~,"1"" BLACK PIPE","1"" x 1/2"" Black Pipe Reducing Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK",8x8x8 Top Tap,,FALSE,~,"1"" BLACK PIPE","1"" x 1/2"" Black Pipe Reducing Bushing",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK",8x8x8 Side Tap,,FALSE,~,"1"" BLACK PIPE","1"" x 3/4"" Black Pipe Reducing Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK",10x10x8 Top Tap,,FALSE,~,"1"" BLACK PIPE","1"" x 3/4"" Black Pipe Reducing Bushing",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK",10x10x8 Side Tap,,FALSE,~,"1"" BLACK PIPE","1"" x Closed Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK","8"" 12x4 Oval Stack Head",,FALSE,~,"1"" BLACK PIPE","1"" x Shoulder Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK","8"" 12x6 Oval Stack Head",,FALSE,~,"1"" BLACK PIPE","1"" x 2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK","8"" 12x8 Oval Stack Head",,FALSE,~,"1"" BLACK PIPE","1"" x 2-1/2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK","8"" 14x4 Oval Stack Head",,FALSE,~,"1"" BLACK PIPE","1"" x 3"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK","8"" 14x6 Oval Stack Head",,FALSE,~,"1"" BLACK PIPE","1"" x 3-1/2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK","8"" 14x8 Oval Stack Head",,FALSE,~,"1"" BLACK PIPE","1"" x 4"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,"1"" BLACK PIPE","1"" x 4-1/2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"10"" DUCTWORK","10"" Pipe (Linear Feet)",,FALSE,~,"1"" BLACK PIPE","1"" x 5"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"10"" DUCTWORK","10"" Elbows",,FALSE,~,"1"" BLACK PIPE","1"" x 5-1/2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"10"" DUCTWORK","10"" Sticky Collar (ATD)",,FALSE,~,"1"" BLACK PIPE","1"" x 6"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"10"" DUCTWORK","10"" Clinch Collar",,FALSE,~,"1"" BLACK PIPE","1"" x 8"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"10"" DUCTWORK","10"" Top Take Off",,FALSE,~,"1"" BLACK PIPE","1"" x 10"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"10"" DUCTWORK","10"" Saddle Collar",,FALSE,~,"1"" BLACK PIPE","1"" x 12"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"10"" DUCTWORK","10"" R-4 Flex",,FALSE,~,"1"" BLACK PIPE","1"" Black Pipe Run of Nipples",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"10"" DUCTWORK","10"" R-8 Flex",,FALSE,~,~,~,~,~,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"10"" DUCTWORK",10x10x10 Top Tap,,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" Black Pipe Threaded Ball Valve",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"10"" DUCTWORK",10x10x10 Side Tap,,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" Black Pipe Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"10"" DUCTWORK",12x12x10 Top Tap,,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" Black Pipe 90",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"10"" DUCTWORK",12x12x10 Side Tap,,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" Black Pipe Street 90",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"10"" DUCTWORK",14x14x10 Top Tap,,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" Black Pipe 45",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"10"" DUCTWORK",14x14x10 Side Tap,,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" Black Pipe Street 45",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,"1-1/4"" BLACK PIPE","1-1/4"" Black Pipe Tee",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"12"" DUCTWORK","12"" Pipe (Linear Feet)",,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" Black Pipe Union",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"12"" DUCTWORK","12"" Elbows",,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" Black Pipe Cap",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"12"" DUCTWORK","12"" Sticky Collar (ATD)",,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" Black Pipe Plug",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"12"" DUCTWORK","12"" Clinch Collar",,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" x 1/2"" Black Pipe Reducing Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"12"" DUCTWORK","12"" Top Take Off",,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" x 1/2"" Black Pipe Reducing Bushing",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"12"" DUCTWORK","12"" Saddle Collar",,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" x 3/4"" Black Pipe Reducing Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"12"" DUCTWORK","12"" R-4 Flex",,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" x 3/4"" Black Pipe Reducing Bushing",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"12"" DUCTWORK","12"" R-8 Flex",,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" x 1"" Black Pipe Reducing Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"12"" DUCTWORK",12x12x12 Top Tap,,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" x 1"" Black Pipe Reducing Bushing",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"12"" DUCTWORK",12x12x12 Side Tap,,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" x Closed Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"12"" DUCTWORK",14x14x12 Top Tap,,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" x Shoulder Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"12"" DUCTWORK",14x14x12 Side Tap,,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" x 2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,"1-1/4"" BLACK PIPE","1-1/4"" x 2-1/2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"14"" DUCTWORK","14"" Pipe (Linear Feet)",,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" x 3"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"14"" DUCTWORK","14"" Elbows",,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" x 3-1/2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"14"" DUCTWORK","14"" Sticky Collar (ATD)",,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" x 4"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"14"" DUCTWORK","14"" Clinch Collar",,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" x 4-1/2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"14"" DUCTWORK","14"" Top Take Off",,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" x 5"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"14"" DUCTWORK","14"" R-4 Flex",,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" x 5-1/2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"14"" DUCTWORK","14"" R-8 Flex",,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" x 6"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,"1-1/4"" BLACK PIPE","1-1/4"" x 8"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"16"" DUCTWORK","16"" Pipe (Linear Feet)",,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" x 10"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"16"" DUCTWORK","16"" Elbows",,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" x 12"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"16"" DUCTWORK","16"" Sticky Collar (ATD)",,FALSE,~,"1-1/4"" BLACK PIPE","1-1/4"" Black Pipe Run of Nipples",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"16"" DUCTWORK","16"" Clinch Collar",,FALSE,~,~,~,~,~,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"16"" DUCTWORK","16"" Top Take Off",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" Black Pipe Threaded Ball Valve",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"16"" DUCTWORK","16"" R-4 Flex",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" Black Pipe Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"16"" DUCTWORK","16"" R-8 Flex",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" Black Pipe 90",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,"1-1/2"" BLACK PIPE","1-1/2"" Black Pipe Street 90",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"18"" DUCTWORK","18"" Pipe (Linear Feet)",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" Black Pipe 45",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"18"" DUCTWORK","18"" Elbows",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" Black Pipe Street 45",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"18"" DUCTWORK","18"" Sticky Collar (ATD)",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" Black Pipe Tee",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"18"" DUCTWORK","18"" Clinch Collar",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" Black Pipe Union",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"18"" DUCTWORK","18"" Top Take Off",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" Black Pipe Cap",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"18"" DUCTWORK","18"" R-4 Flex",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" Black Pipe Plug",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"18"" DUCTWORK","18"" R-8 Flex",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" x 1/2"" Black Pipe Reducing Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,"1-1/2"" BLACK PIPE","1-1/2"" x 1/2"" Black Pipe Reducing Bushing",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"20"" DUCTWORK","20"" Pipe (Linear Feet)",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" x 3/4"" Black Pipe Reducing Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"20"" DUCTWORK","20"" Elbows",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" x 3/4"" Black Pipe Reducing Bushing",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"20"" DUCTWORK","20"" Sticky Collar (ATD)",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" x 1"" Black Pipe Reducing Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"20"" DUCTWORK","20"" Clinch Collar",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" x 1"" Black Pipe Reducing Bushing",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"20"" DUCTWORK","20"" Top Take Off",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" x 1-1/4"" Black Pipe Reducing Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"20"" DUCTWORK","20"" R-4 Flex",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" x 1-1/4"" Black Pipe Reducing Bushing",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"20"" DUCTWORK","20"" R-8 Flex",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" x Closed Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,"1-1/2"" BLACK PIPE","1-1/2"" x Shoulder Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"6"" DUCTWORK","6"" Cap",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" x 2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"7"" DUCTWORK","7"" Cap",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" x 2-1/2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"8"" DUCTWORK","8"" Cap",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" x 3"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"10"" DUCTWORK","10"" Cap",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" x 3-1/2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"12"" DUCTWORK","12"" Cap",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" x 4"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"14"" DUCTWORK","14"" Cap",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" x 4-1/2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"16"" DUCTWORK","16"" Cap",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" x 5"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"18"" DUCTWORK","18"" Cap",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" x 5-1/2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,"20"" DUCTWORK","20"" Cap",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" x 6"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,"1-1/2"" BLACK PIPE","1-1/2"" x 8"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,REDUCER DUCTWORK,"18""X16"" Pipe Reducer",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" x 10"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,REDUCER DUCTWORK,"18""X14"" Pipe Reducer",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" x 12"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,REDUCER DUCTWORK,"18""X12"" Pipe Reducer",,FALSE,~,"1-1/2"" BLACK PIPE","1-1/2"" Black Pipe Run of Nipples",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,REDUCER DUCTWORK,"16""X14"" Pipe Reducer",,FALSE,~,~,~,~,~,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,REDUCER DUCTWORK,"16""X12"" Pipe Reducer",,FALSE,~,"2"" BLACK PIPE","2"" Black Pipe Threaded Ball Valve",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,REDUCER DUCTWORK,"16""X10 Pipe Reducer",,FALSE,~,"2"" BLACK PIPE","2"" Black Pipe Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,REDUCER DUCTWORK,"14""X12"" Pipe Reducer",,FALSE,~,"2"" BLACK PIPE","2"" Black Pipe 90",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,REDUCER DUCTWORK,"14""X10"" Pipe Reducer",,FALSE,~,"2"" BLACK PIPE","2"" Black Pipe Street 90",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,REDUCER DUCTWORK,"14""X8"" Pipe Reducer",,FALSE,~,"2"" BLACK PIPE","2"" Black Pipe 45",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,REDUCER DUCTWORK,"12""X10"" Pipe Reducer",,FALSE,~,"2"" BLACK PIPE","2"" Black Pipe Street 45",,FALSE,~
